...lemon lime soda.	Plausible	47
...pain reliever.	Plausible	47
...nitric oxide from Viagra, referred to as "Santa's Little Helper" on-show as a form of self censorship, and that brand name was never mentioned on the show.	Plausible	47
...hairspray.	Plausible	47
...urethane.	Plausible	47
...nothing (control).	Busted	47
The MythBusters can build a successful holiday-themed Rube Goldberg machine within a week's time.	Confirmed
A 22,000-feet fall is survivable if one falls through a glass ceiling, and a 1,000-pound (450 kg) bomb explodes below oneself.	Busted
Leaving a light on will save electricity.	Busted
A person will be propelled violently backwards if hit by a bullet.	Busted
There is an infrasonic "brown note" that can cause a human to lose control of their bowels.	Busted
Chinese water torture can cause one to become insane.	Confirmed
Salsa was used by a prisoner to corrode the window bars of his cell and escape.	Plausible
A urine-soaked silk shirt is strong enough to bend the bars of a prison cell when wrapped around them and twisted, as depicted in the film Shanghai Noon.	Busted
A stick of dynamite can clean the leftover scraps of concrete from the inside of a cement truck.	Plausible
A stick of dynamite can remove a slab of concrete from the inside of a cement truck.	Busted
Lighting a cigarette in a port-a-potty filled with methane gas will cause an explosion.	Busted
A broken driveshaft dragging on the ground can cause a car to pole vault end-over-end if it strikes a pothole.	Busted
A person can be subconsciously influenced into yawning if another nearby person yawns.	Confirmed
Toast is more likely to land buttered side-down when dropped.	Busted
Cola Myths - Cola can be used as a toilet cleaner.	Busted
Exploding Tattoos - A radio transmitter can cause tattoos to explode.	Busted
Peeing on the Third Rail - A train can be derailed if coins are placed on the rails.	Busted
A six pack of beer can be rapidly cooled by burying it in sand, pouring gasoline on top of it, and lighting the gasoline.	Busted
...electroplating.	Plausible	48
...acupuncture therapy.	Plausible	48
...testing spiritual resolve.	Plausible	48
A bullet that struck the groin of a soldier in the American Civil War led to the impregnation of a woman who was struck by the same bullet after it exited the soldier's body.	Busted
A person can be electrocuted by talking on the phone during a lightning storm.	Confirmed
A person can be electrocuted by using the shower during a lightning storm.	Plausible
A boat can be driven with its trailer still attached.	Confirmed
Bullets will spark when ricocheting off other objects.	Busted
The aluminum paint used on actor Jack Haley while portraying the Tin Man in the 1939 movie version of The Wizard of Oz caused an adverse reaction that hospitalized him.	Busted
It is possible for a medium-to-large build man to break through a wooden doorframe on his own power.	Plausible
A wine glass shatters if a person sings at the right pitch.	Confirmed
A rolling stone can truly gather no moss.	Confirmed
A shop vacuum can act similar to a jet engine if it is used to suck up gasoline.	Busted
A Jet pack can be built from plans purchased off the Internet and limited funds.	Busted
Pyramid power can be harnessed for a variety of purposes around the home.	Busted
The brace position was actually designed by the airline industry to kill people, rather than save them, during an airplane crash (in order to save money by paying off wrongful death suits rather than continuous injury compensations).	Busted
Driving while talking on a cell phone is just as dangerous as driving while intoxicated.	Confirmed
It is possible to do a chain-straight 360° loop on a swingset.	Busted
If a pressurized scuba tank is shot, it will explode.	Busted
A Great white shark can pull barrels underwater.	Plausible
A Great White Shark can pull barrels underwater and hold them there.	Busted
A Great White Shark can ram a dive cage with enough force to damage or destroy it.	Confirmed
A Great White Shark can ram a boat with enough force to punch a hole in it.	Confirmed
A Great White Shark can pull a boat backwards with great enough speed that waves break over the stern.	Busted
Punching a shark in the nose, eyes, or gills will cause it to flee or at least back off briefly.	Plausible
Sharks can be caught using a special piano wire. (from a deleted scene in Jaws)	Busted
Illegal immigrants are being launched over the United States border by the means of a giant slingshot.	Busted
A simple tissue box stored on the backboard of a car can move with sufficient force to kill a person during a crash.	Busted
A tissue box can stay intact during a crash.	Confirmed
It is possible to jump from an airplane and use an inflatable life raft to safely return to earth (as in Indiana Jones and the Temple of Doom)	Busted
...Using an escape slide instead of the raft.	Busted
A person strapped into the rear flight attendant seat could survive the destruction of the aircraft in flight by having the surviving tail section slow her fall and absorb impact.	Plausible
A number of Canadian Air Force pilots were explosively decapitated when their hair gel exploded in the oxygen-rich environment of the cockpit.	Busted
A body struck by a bullet will be propelled violently backwards. (From Blown Away)	Busted
Explosive decompression can occur when a bullet is fired through the fuselage of a pressurized airplane (From Explosive Decompression)	Busted
A person will end up drier running in the rain than walking. (From Who Gets Wetter?)	Confirmed
Holding a large sheet of plywood will slow a fall from a building enough to make it survivable. (From Plywood Builder)	Busted
A black car heats up faster than an identical white car. (Spinoff of Biscuit Bazooka)	Confirmed
The ancient Chinese were able to detect an invading army tunneling beneath the ground by using a drum submerged in a shaft.	Plausible
The "Five-second rule" is valid when it comes to food dropped on the floor.	Busted
The toilet seat is the cleanest place in the house.	Confirmed
A dog's mouth is cleaner than a human's.	Plausible
During the American Civil War, the Confederacy built and launched a two-stage rocket 120 miles (190 km) from Richmond, Virginia to Washington D.C.	Busted
Two semi trucks that collided head-on welded together due to the accident. After being towed as a whole to the junkyard, workers were shocked to discover that the semis trapped a European compact car and its doomed driver between each other.	Busted
...can clean the odor off feet.	Confirmed	49
...can kill bad breath.	Confirmed	49
Steel-toe boots are more dangerous to one's toes than normal boots when a heavy weight is dropped on them. Whereas a normal boot would just crush the toes, a steel toe would curl and crumple in, cutting off the toes.	Busted
According to a Japanese trivia game show, it is possible to use fifteen 3-litre sized water bottle rockets to launch a human 40 meters.	Busted
...using a cinnamon-flavored tongue spray.	Busted	50
...taking a ginger pill.	Confirmed	50
...using magnetized arm bands.	Busted	50
...using an electro-shock wrist band.	Busted	50
...using a placebo, like a vitamin or a sugar pill.	Plausible	50
It is more fuel efficient to drive a pick-up truck with its tailgate down, rather than up.	Busted
A shotgun plugged by a human finger will backfire and explode injuring or killing the shooter instead of the intended victim.	Busted
Explosive decompression can occur when a bullet is fired through the fuselage of a pressurized airplane, causing the hole to grow dramatically and possibly cause the plane to break up as seen in movies such as U.S. Marshals.	Busted
A steel cable, anchored to both a street light post and the rear axle of a police car, will be able to yank the axle clear out from under the car when it tries to drive off, as seen in the film American Graffiti.	Busted
A frozen chicken launched in a bird strike simulation can penetrate aircraft or train windshields better than a thawed chicken.	Busted
While overstuffing his washing machine with 50 pounds (23 kg) of laundry, a man accidentally wedged himself into the machine and tripped the spin cycle, flailing him around, spilling laundry detergent and bleach as he was bludgeoned to death against the shelves. Afterwards, the man's dog urinated on the baking soda, causing an explosion.	Busted
A woman, while swimming, accidentally swallowed a fertilized octopus egg, which gestated in her stomach and caused symptoms similar to that of pregnancy, eventually having a live octopus cut out of her body.	Busted
Soldiers marching in unison can cause harmonic oscillation in a bridge and cause it to collapse.	Busted
A rowing eight can pull a water skier at sufficient speed for them to stay upright.	Confirmed
Fecal coliform bacteria can travel from a toilet to a toothbrush and grow in its bristles.	Confirmed
A goldfish's memory lasts only three seconds.	Busted
A trombonist had put a firecracker into his mute, and at the final note of the 1812 Overture, launched the mute, striking the conductor and knocking him back into the audience. In addition, the bell of the trombone was blown wide open and the slide was launched.	Busted
A sinking ship creates enough suction to pull a person under if that person is too close (as was rumored to occur when the RMS Titanic sank).	Busted
Jimmy Hoffa was buried in Giants Stadium.	Busted
A Daddy long-legs spider has the most potent venom of all spiders, but is unable to pierce human skin.	Busted
Soldiers marching in unison can cause harmonic oscillation in a bridge and cause it to collapse. (From Breakstep Bridge)	Plausible
A frozen chicken will penetrate aircraft or train windshields better than a thawed chicken. (From Chicken Gun)	Plausible
An ice bullet can kill someone without leaving a trace. (From Magic Bullet)	Busted
Using one's cell phone while pumping gas/petrol can cause an explosion. (From Cell Phone Destruction)	Busted
An inflatable brassiere can explode inside an airplane as it climbs in altitude. (Spinoff of Silicone Breasts)	Busted
Covering one's body in gold paint can kill a person by skin asphyxiation like in the James Bond movie Goldfinger. (From Goldfinger)	Busted
A SCUBA diver can be sucked up by a firefighting helicopter and dumped on a forest fire.	Busted
If a car's tailpipe is plugged with objects, the engine will be destroyed.	Busted
If a bullet is shot through the fuel tank, it will explode.	Busted
A car door can protect a person from bullets in a shoot-out.	Busted
A car's engine will be destroyed when liquid drain clog remover is put into the tank.	Busted
A car's engine will be destroyed when bleach is put into the tank.	Plausible
A car's engine will be destroyed when sugar is put into the tank.	Busted
Adding mothballs to the fuel tank increases the horsepower.	Plausible
Cola can be used as a substitute for radiator coolant.	Plausible
If a radiator is leaking, cracking an egg into the radiator will plug the holes.	Plausible
A piece of metal can destroy an engine when it falls in the carburetor.	Busted
Bleach in the oil can destroy the engine.	Confirmed
Archimedes constructed a death ray by reflecting sunlight onto, and thus igniting, Roman vessels.	Busted
...tomato juice.	Plausible	51
...commercial cleaners.	Plausible	51
...a custom mixture.	Confirmed	51
...beer.	Busted	51
...a douche.	Busted	51
...a book.	Busted	52
...a deck of playing cards.	Busted	52
...a Zippo lighter.	Busted	52
...a quarter-inch polycarbonate shield like that used by MythBusters.	Busted	52
...an inch-thick polycarbonate panel rated bullet resistant.	Plausible	52
It is possible to survive by jumping up at the last moment before a freefalling elevator hits the ground.	Busted
Dropping a bowling ball on a tiled floor will shatter the tiles.	Busted
Holding a large sheet of plywood will slow a fall from a building enough to make it survivable.	Busted
Opening an umbrella will slow a fall from a building enough to make it survivable.	Busted
...jingling a set of keys.	Busted	53
...dangling a disco ball from the rear-view mirror.	Busted	53
...dangling CDs from the rear-view mirror.	Busted	53
...covering the hubcaps in tin foil.	Busted	53
...covering the entire car in tin foil.	Busted	53
...jamming the lidar by lining the front license plate with light-emitting diodes (LEDs)	Busted	53
...jamming the radar by bouncing microwaves at it.	Busted	53
...shooting scraps of tin foil behind the car as chaff.	Busted	53
...jamming the radar by bouncing microwaves at it.	Busted	53
...shooting scraps of tin foil behind the car as chaff.	Busted	53
...painting the car matte-black to absorb the radar and light beams.	Busted	53
"Killer Quicksand" like in the movies (i.e. quicksand that slowly sucks any person or animal unlucky enough to fall into it under) really exists.	Busted
One can be killed by dropping an electrical appliance into a bath full of water	Confirmed
Tattoos can explode when exposed to an MRI.	Busted
A jawbreaker can explode when bitten after being heated in a microwave oven or standing out in the sunlight while still in the wrapper.	Confirmed
A construction worker accidentally killed himself with static charge after sandblasting an 8" PVC pipe.	Busted
An ordinary playing card can actually kill a person if thrown with enough power.	Busted
Ping-pong balls can be used to raise a sunken ship.	Plausible
A 4 year old child can be lifted by a bunch of party balloons.	Busted
A boom-lift can potentially catapult its operator 200 feet (60 metres), in a concept similar to a traction trebuchet.	Busted
Overusing bug bombs can blow up a house.	Confirmed
A 15th century astrologer from China made it into space on a throne powered by 47 bamboo rockets.	Busted
A free energy device can be made to harness enough energy to power a house.	Busted
A regular house fan can cause decapitation.	Busted
A frozen turkey can explode if it is dropped into deep fryer pot too fast.	Busted
Placing a silver spoon in a bottle of champagne will make the bubbles last longer.	Busted
A falling icicle can kill a person.	Confirmed
A clothed snowman melts slower than a naked one.	Confirmed
A urine stream can freeze in the cold of winter.	Busted
Lighting a chimney can make one's house colder.	Confirmed
An ice bullet can kill someone without leaving a trace.	Busted
A meat bullet can kill someone without leaving a trace.	Busted
A gelatin bullet can kill someone without leaving a trace.	Busted
An assassin can use a poison capsule fired from an umbrella to kill someone without leaving a trace.	Confirmed
Pouring gasoline down a toilet and lighting it will cause the toilet to explode.	Busted
A person will end up drier by running in the rain rather than walking.	Busted
Using one's cell phone while pumping gasoline can cause an explosion.	Busted
Silicone breast implants may explode at high altitudes or low air pressure.	Busted
A bricklayer hoisting a wooden barrel full of bricks with a pulley from the top of a three-story building could be injured repeatedly.	Plausible
Urinating on the electric third rail of a train track can cause electrocution.	Busted
Using an electric eel-skin wallet will cause a static charge that will cause failure in a magnetic stripe card.	Busted
A penny dropped from a skyscraper lands with enough force to either kill a pedestrian on the sidewalk below or embed itself into the sidewalk.	Busted
It is possible to pick up radio signals through a dental filling.	Busted
A high fall over water can be survived by throwing a hammer ahead of oneself to break the surface tension.	Busted
...remove bloodstains.	Confirmed	54
...clean rust.	Busted	54
...act as a toilet cleaner.	Busted	54
...clean chrome.	Confirmed	54
...dissolve a tooth overnight.	Busted	54
...dissolve a steak.	Busted	54
...clean a penny.	Confirmed	54
...clean battery terminals.	Plausible	54
...remove greasy stains in laundry.	Busted	54
...degrease engines.	Busted	54
...kill sperm.	Busted	54
It is possible to stay alive over 1 day when one is buried alive in a coffin.	Busted
Metal body piercings attract lightning.	Busted
Under siege from a neighboring clan, a Medieval Hungarian town (Paks) built a cannon out of a tree overnight, but wiped out a great deal of itself when the cannon exploded during a test-fire.	Plausible
Using various substances and tricks when drunk can beat the breathalyzer test, to include eating breath mints or an onion, drinking mouthwash, placing a penny, battery, or ice in the mouth, and wearing dentures.	Busted
...the car's interior will be destroyed.	Confirmed	55
...the car cannot be cleaned up enough to remove the smell completely.	Plausible	55
...the car cannot be cleaned up enough to be sold.	Busted	55
A hillbilly was blasted 200 feet (61 m) out of a culvert when he tried to light gasoline in an attempt to chase down a raccoon which had escaped down the pipe.	Busted
Frank Morris and the Anglin brothers (John and Clarence) successfully escaped from Alcatraz prison using an inflatable raft made from rubber raincoats.	Plausible
A duck's quack does not echo.	Busted
When going to donate blood at the Red Cross, people are actually secretly having mind controlling microchips implanted into their bloodstream that can be detected with a stud finder.	Busted
A car with a JATO rocket attached can speed up to 300 miles per hour (480 km/h), become airborne, and impact with the side of a cliff.	Busted
Eating and drinking large quantities of Pop Rocks and cola will cause one's stomach to explode.	Busted
An obese person can get stuck on an airline vacuum toilet.	Busted
A woman was struck in the head with an exploding tin of biscuit dough, believing that she was in fact struck by a bullet.	Plausible
A lawyer accidentally killed himself by running through the plate-glass window of the 24th floor of his office building.	Confirmed
Covering one's body in gold paint can kill through skin asphyxiation like in the James Bond movie Goldfinger.	Busted
Larry Walters flew a lawn chair by means of weather balloons, and descended safely by means of an air gun.	Confirmed
Eating food with poppy seeds can cause a false positive when drug tested for heroin and/or opium.	Confirmed
Greenhouse gases increase the amount of heat absorbed by air.	Confirmed
Electric cars are more sluggish than gasoline-powered cars.	Busted
Cows hurt the environment.	Confirmed
Cow manure can be used to help the environment.	Confirmed
An egg can be balanced on its ends only during the spring and fall equinox.	Busted
A bridge can be collapsed by the vibration caused by pedestrian traffic. The theory was soldiers break step on bridge, because if their march gets a resonant frequency of the bridge, it will snap the bridge.	Plausible
Sharks tend to be attracted to brighter colors like yellow.	Plausible
Sharks can detect a single drop of blood dropped into a pool of water.	Busted
A shark's skin is rough enough to be used as sandpaper.	Confirmed
There is a rule of thumb a casual observer can use to adequately estimate the size of a shark.	Busted
